drug_concept_id|rxnorm_concept_name|outcome_concept_id|meddra_pt_concept_name|aers_report_count|aers_ebgm|aers_eb05|aers_has_hlt_outcome_w_eb05_gt1|on_label_all|on_label_specific|label_max_is_adversereaction_specific|label_max_is_postmarketing_specific|lit_total_paper_count|lit_specific_publication_count|lit_specific_randomized_controlled_trial_count|lit_specific_case_reports_count|lit_specific_meta_analysis_count|lit_specific_review_count|lit_specific_cochrane_count
1308216|Lisinopril|35204982|Ventricular flutter|1|0.9049999714|0.2049999982|1|1|0|0|0|1740|0|0|0|0|0|0
1308216|Lisinopril|35707651|Tooth fracture|1|0.2160000056|0.0489999987|0|0|0|0|0|18|0|0|0|0|0|0
1308216|Lisinopril|35205189|Myocardial infarction|199|0.5289999843|0.4699999988|0|1|1|1|1|11599|1|1|0|0|0|0
1308216|Lisinopril|35708128|Irritable bowel syndrome|6|0.5929999948|0.2980000079|0|0|0|0|0|12|0|0|0|0|0|0
1308216|Lisinopril|36110253|Pharyngitis streptococcal|4|1.1599999666|0.5040000081|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36416593|Hyperkalaemia|1066|13.5|12.8999996185|1|1|1|1|1|587|8|3|2|0|0|0
1308216|Lisinopril|35104161|Coagulopathy|20|0.5230000019|0.3589999974|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35506542|Endocrine disorder|1|0.6610000134|0.150000006|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35606964|Eye pain|28|0.3950000107|0.2870000005|1|0|0|0|0|157|0|0|0|0|0|0
1308216|Lisinopril|35708567|Oral disorder|6|0.8090000153|0.4079999924|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35708044|Colitis ulcerative|5|0.3560000062|0.1679999977|1|0|0|0|0|413|0|0|0|0|0|0
1308216|Lisinopril|36110837|Human ehrlichiosis|1|1.1599999666|0.2619999945|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104113|Pancytopenia|35|0.3779999912|0.2849999964|0|1|0|0|0|23|0|0|0|0|0|0
1308216|Lisinopril|35708083|Oesophagitis|21|0.5809999704|0.40200001|1|0|0|0|0|16|0|0|0|0|0|0
1308216|Lisinopril|35708176|Hiccups|6|0.4070000052|0.2049999982|1|1|0|0|0|47|0|0|0|0|0|0
1308216|Lisinopril|35205064|Aortic valve incompetence|5|0.47299999|0.2240000069|0|0|0|0|0|314|0|0|0|0|0|0
1308216|Lisinopril|35707869|Melaena|22|0.349999994|0.2440000027|0|0|0|0|0|211|0|0|0|0|0|0
1308216|Lisinopril|35909435|Biliary tract disorder|5|1.2000000477|0.5669999719|0|0|0|0|0|13|0|0|0|0|0|0
1308216|Lisinopril|35708050|Gastritis|34|0.7340000272|0.550999999|0|1|1|1|0|31|0|0|0|0|0|0
1308216|Lisinopril|35104323|Leukaemia|3|0.3409999907|0.1319999993|0|0|0|0|0|19|0|0|0|0|0|0
1308216|Lisinopril|35205067|Aortic valve stenosis|9|1.4900000095|0.851000011|0|0|0|0|0|360|0|0|0|0|0|0
1308216|Lisinopril|35909441|Cholecystitis|23|1.1299999952|0.7979999781|0|0|0|0|0|17|0|0|0|0|0|0
1308216|Lisinopril|35104397|Myelodysplastic syndrome|6|0.3330000043|0.1669999957|0|0|0|0|0|5|0|0|0|0|0|0
1308216|Lisinopril|35607485|Visual impairment|96|0.7689999938|0.648999989|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36313585|Hepatic enzyme increased|17|0.4799999893|0.3190000057|0|1|1|1|1|0|0|0|0|0|0|0
1308216|Lisinopril|35104856|Leukocytosis|45|0.7860000134|0.6119999886|0|1|1|1|1|11|0|0|0|0|0|0
1308216|Lisinopril|36110555|Localised infection|4|0.3910000026|0.1700000018|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36919118|Mental status changes|56|1.4199999571|1.1399999857|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35607035|Conjunctivitis infective|1|0.7850000262|0.1780000031|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104691|Thrombocytopenia|106|0.423999995|0.3600000143|0|1|1|1|0|109|0|0|0|0|0|0
1308216|Lisinopril|35607265|Eyelid ptosis|8|0.7649999857|0.4219999909|0|1|0|0|0|45|0|0|0|0|0|0
1308216|Lisinopril|36316089|Chest X-ray abnormal|6|0.5149999857|0.2590000033|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35204912|Bundle branch block right|22|1.9099999666|1.3300000429|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36617644|Ovarian cancer|1|0.2189999968|0.0500000007|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36718422|Dysphonia|93|1.8200000525|1.5299999714|1|1|0|0|0|43|0|0|0|0|0|0
1308216|Lisinopril|37420510|Bedridden|2|0.2680000067|0.0860000029|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35707649|Tooth disorder|11|0.4930000007|0.2960000038|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35607050|Corneal oedema|1|0.4329999983|0.0979999974|0|0|0|0|0|90|0|0|0|0|0|0
1308216|Lisinopril|36718098|Trigeminal neuralgia|2|0.6190000176|0.199000001|0|0|0|0|0|5|0|0|0|0|0|0
1308216|Lisinopril|35204963|Supraventricular tachycardia|18|0.7540000081|0.5070000291|1|1|0|0|0|955|0|0|0|0|0|0
1308216|Lisinopril|35205233|Hepatic congestion|3|0.7609999776|0.2939999998|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104281|Haemolytic anaemia|24|0.8769999743|0.621999979|0|1|1|1|1|252|0|0|0|0|0|0
1308216|Lisinopril|36516833|Myositis|10|0.4449999928|0.2610000074|0|0|0|0|0|31|0|0|0|0|0|0
1308216|Lisinopril|36516958|Neck pain|42|0.9330000281|0.7200000286|0|1|1|1|1|169|0|0|0|0|0|0
1308216|Lisinopril|35305538|Ear malformation|4|2.8199999332|1.2200000286|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35205383|Cardiac tamponade|4|0.6290000081|0.273999989|1|0|0|0|0|817|0|0|0|0|0|0
1308216|Lisinopril|35809044|Temperature regulation disorder|1|0.8360000253|0.1889999956|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104306|Jaundice|53|0.6060000062|0.4810000062|1|1|0|0|0|111|0|0|0|0|0|0
1308216|Lisinopril|36919231|Intentional self-injury|3|0.5109999776|0.1969999969|1|0|0|0|0|95|0|0|0|0|0|0
1308216|Lisinopril|37220041|Pharyngeal disorder|7|1.8600000143|0.9819999933|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104688|Heparin-induced thrombocytopenia|1|0.150000006|0.0340000018|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35406331|Cerumen impaction|1|0.57099998|0.1289999932|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36516932|Spinal deformity|1|0.8149999976|0.1850000024|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35708739|Tongue geographic|1|1.1499999762|0.2599999905|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37119590|Peyronie's disease|3|1.3999999762|0.5389999747|0|0|0|0|0|38|0|0|0|0|0|0
1308216|Lisinopril|35406359|Deafness|34|0.8299999833|0.621999979|0|0|0|0|0|11|0|0|0|0|0|0
1308216|Lisinopril|35708233|Obstruction gastric|4|1.6799999475|0.7289999723|0|0|0|0|0|11|0|0|0|0|0|0
1308216|Lisinopril|35406349|Otitis externa|2|0.8790000081|0.2820000052|0|0|0|0|0|5|0|0|0|0|0|0
1308216|Lisinopril|35506459|Adrenal insufficiency|1|0.1879999936|0.0419999994|0|0|0|0|0|827|0|0|0|0|0|0
1308216|Lisinopril|35506689|Diabetes insipidus|1|0.2779999971|0.063000001|1|1|0|0|0|2028|0|0|0|0|0|0
1308216|Lisinopril|36009799|Autoimmune disorder|1|0.298999995|0.0680000037|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37019321|Renal impairment|223|2.0099999905|1.7999999523|1|1|1|1|1|0|0|0|0|0|0|0
1308216|Lisinopril|35506621|Type 1 diabetes mellitus|3|0.4699999988|0.1809999943|1|1|0|0|0|5169|0|0|0|0|0|0
1308216|Lisinopril|35607078|Uveitis|5|0.621999979|0.2939999998|0|0|0|0|0|212|0|0|0|0|0|0
1308216|Lisinopril|36009764|Laryngeal oedema|138|6.5500001907|5.6799998283|1|1|1|1|1|652|1|0|1|0|0|0
1308216|Lisinopril|36009851|Pemphigus|12|4.0700001717|2.5|1|1|1|1|1|135|1|0|1|0|0|0
1308216|Lisinopril|36211197|Maternal drugs affecting foetus|27|0.8799999952|0.6370000243|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35909568|Portal vein thrombosis|2|0.6039999723|0.1940000057|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36211457|Burns second degree|1|0.5749999881|0.1299999952|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35708271|Duodenal ulcer haemorrhage|2|0.1889999956|0.0610000007|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36009850|Pemphigoid|10|1.6799999475|0.9850000143|1|1|0|0|0|245|1|0|1|0|0|0
1308216|Lisinopril|36211091|Limb injury|4|0.3470000029|0.1509999931|0|0|0|0|0|62|0|0|0|0|0|0
1308216|Lisinopril|36211297|Fall|250|0.976000011|0.8790000081|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35707849|Gastric haemorrhage|5|0.3059999943|0.1449999958|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36313477|White blood cell count increased|45|0.8420000076|0.6560000181|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36110438|Tinea pedis|1|0.6119999886|0.1379999965|0|0|0|0|0|18|0|0|0|0|0|0
1308216|Lisinopril|35909445|Cholelithiasis|44|0.9190000296|0.7139999866|0|0|0|0|0|22|0|0|0|0|0|0
1308216|Lisinopril|36110386|Onychomycosis|3|0.8820000291|0.3409999907|0|0|0|0|0|9|0|0|0|0|0|0
1308216|Lisinopril|36211383|Blister|29|0.7879999876|0.5770000219|1|1|0|0|0|79|0|0|0|0|0|0
1308216|Lisinopril|37622484|Capillary disorder|2|1.3500000238|0.4339999855|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36009700|Asthma|105|0.9850000143|0.8370000124|1|1|1|1|1|559|1|0|0|0|0|0
1308216|Lisinopril|36718086|Hypoglossal nerve disorder|1|1.2799999714|0.2879999876|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37119643|Oedema genital|7|1.1900000572|0.6299999952|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104746|Lymphadenopathy|25|0.6069999933|0.4339999855|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36110040|Gangrene|8|0.7179999948|0.3959999979|0|0|0|0|0|302|0|0|0|0|0|0
1308216|Lisinopril|35708323|Peptic ulcer haemorrhage|2|0.523999989|0.1679999977|0|0|0|0|0|139|0|0|0|0|0|0
1308216|Lisinopril|35104165|Disseminated intravascular coagulation|3|0.0949999988|0.0370000005|0|0|0|0|0|457|0|0|0|0|0|0
1308216|Lisinopril|35707512|Abdominal hernia|2|0.5690000057|0.1829999983|0|0|0|0|0|2|0|0|0|0|0|0
1308216|Lisinopril|36617941|Neoplasm skin|1|0.4569999874|0.1030000001|0|0|0|0|0|81|2|0|1|0|0|0
1308216|Lisinopril|36416501|Respiratory failure|63|0.6119999886|0.4959999919|0|0|0|0|0|101|0|0|0|0|0|0
1308216|Lisinopril|35204903|Atrioventricular block complete|21|0.8999999762|0.6230000257|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36315486|C-reactive protein increased|16|0.3910000026|0.2569999993|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35607312|Pupils unequal|1|0.3860000074|0.0869999975|0|0|0|0|0|12|0|0|0|0|0|0
1308216|Lisinopril|35607495|Optic neuropathy|1|0.4140000045|0.0939999968|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36818651|Hydrops foetalis|1|1.1000000238|0.248999998|0|0|0|0|0|276|0|0|0|0|0|0
1308216|Lisinopril|36617206|Seborrhoeic keratosis|1|0.621999979|0.1410000026|0|0|0|0|0|6|0|0|0|0|0|0
1308216|Lisinopril|35205038|Dyspnoea|834|1.2100000381|1.1399999857|1|1|1|1|0|249|1|0|0|0|0|0
1308216|Lisinopril|35104218|Transfusion reaction|3|1.2000000477|0.4639999866|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35406361|Deafness neurosensory|6|1.3500000238|0.6779999733|0|1|0|0|0|28|0|0|0|0|0|0
1308216|Lisinopril|37019320|Renal failure chronic|57|2.0999999046|1.6799999475|1|1|0|0|0|7572|1|0|0|0|0|0
1308216|Lisinopril|37320287|Ingrowing nail|6|2.6300001144|1.3200000525|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37520627|Internal fixation of fracture|1|1.0499999523|0.2370000035|0|0|0|0|0|3|0|0|0|0|0|0
1308216|Lisinopril|35708093|Diarrhoea|448|0.8460000157|0.7820000052|0|1|1|1|0|58|2|0|1|0|1|0
1308216|Lisinopril|35708302|Intestinal perforation|4|0.3589999974|0.1560000032|0|0|0|0|0|47|0|0|0|0|0|0
1308216|Lisinopril|37622385|Aortic aneurysm rupture|1|0.4129999876|0.0930000022|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36918926|Reading disorder|1|0.5649999976|0.1280000061|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35809104|Gait disturbance|119|0.6660000086|0.5720000267|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104378|Chronic myeloid leukaemia|2|0.4420000017|0.1420000046|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37320143|Eczema|35|1.5800000429|1.1900000572|1|1|0|0|0|46|0|0|0|0|0|0
1308216|Lisinopril|35707552|Anal fissure|1|0.4410000145|0.1000000015|0|0|0|0|0|1|0|0|0|0|0|0
1308216|Lisinopril|35708156|Abdominal pain upper|107|0.8320000172|0.7080000043|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37522104|Radiotherapy|1|0.8090000153|0.1829999983|0|0|0|0|0|25|0|0|0|0|0|0
1308216|Lisinopril|36617436|Renal cyst|14|1.2400000095|0.7919999957|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36718569|Poor quality sleep|1|0.1539999992|0.0350000001|1|1|0|0|0|154|0|0|0|0|0|0
1308216|Lisinopril|37119612|Prostatic disorder|15|1.0599999428|0.6850000024|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36211263|Muscle strain|10|1.6599999666|0.9739999771|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36110248|Erysipelas|3|0.6269999743|0.2419999987|1|0|0|0|0|46|0|0|0|0|0|0
1308216|Lisinopril|35809059|Death|344|0.8790000081|0.80400002|1|1|1|1|0|0|0|0|0|0|0|0
1308216|Lisinopril|35809091|Hunger|1|0.1969999969|0.0450000018|1|1|0|0|0|1199|0|0|0|0|0|0
1308216|Lisinopril|36918918|Attention deficit/hyperactivity disorder|5|0.3630000055|0.1710000038|0|0|0|0|0|24|0|0|0|0|0|0
1308216|Lisinopril|36718259|Parkinsonism|4|0.4009999931|0.174999997|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35708372|Steatorrhoea|2|0.3889999986|0.125|0|0|0|0|0|27|0|0|0|0|0|0
1308216|Lisinopril|36009857|Sarcoidosis|6|1.2300000191|0.6190000176|0|0|0|0|0|45|0|0|0|0|0|0
1308216|Lisinopril|36211109|Pelvic fracture|1|0.2119999975|0.0480000004|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35305969|Skull malformation|11|7.4499998093|3.8399999142|1|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36211227|Asbestosis|1|0.8980000019|0.2029999942|0|0|0|0|0|20|0|0|0|0|0|0
1308216|Lisinopril|36110099|Clostridial infection|1|0.1340000033|0.0299999993|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36416680|Metabolic disorder|2|0.3249999881|0.1040000021|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36516877|Pelvic floor muscle weakness|1|1.2599999905|0.2840000093|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36517122|Bursitis|7|0.6980000138|0.3689999878|0|0|0|0|0|3|0|0|0|0|0|0
1308216|Lisinopril|35708636|Aphthous stomatitis|1|0.2610000074|0.0590000004|0|0|0|0|0|22|1|0|1|0|0|0
1308216|Lisinopril|35104871|Lymphopenia|1|0.1430000067|0.0320000015|0|1|0|0|0|14|0|0|0|0|0|0
1308216|Lisinopril|36316304|Toxicologic test abnormal|2|0.4300000072|0.1379999965|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36718220|Dystonia|3|0.1190000027|0.0460000001|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36211065|Fracture|3|0.3589999974|0.1379999965|0|0|0|0|0|56|0|0|0|0|0|0
1308216|Lisinopril|37019334|Kidney small|1|0.8769999743|0.199000001|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35707547|Umbilical hernia|3|0.9359999895|0.3610000014|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35707572|Proctalgia|8|1.3500000238|0.7450000048|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35205062|Aortic valve disease|1|0.3810000122|0.0860000029|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35205094|Mitral valve incompetence|25|0.9530000091|0.6800000072|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35406429|Otitis media|3|0.6269999743|0.2419999987|0|0|0|0|0|14|0|0|0|0|0|0
1308216|Lisinopril|35506654|Hypopituitarism|1|0.7419999838|0.1679999977|0|0|0|0|0|8|0|0|0|0|0|0
1308216|Lisinopril|35708155|Abdominal pain lower|10|0.6090000272|0.3569999933|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35607294|Strabismus|1|0.3869999945|0.0879999995|0|1|0|0|0|243|0|0|0|0|0|0
1308216|Lisinopril|36918968|Delusion|7|0.3300000131|0.174999997|0|0|0|0|0|1|0|0|0|0|0|0
1308216|Lisinopril|35506454|Primary hyperaldosteronism|3|2.7000000477|1.0199999809|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104065|Anaemia folate deficiency|1|1.0700000525|0.2409999967|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37019293|Nephritis|15|0.9670000076|0.6259999871|1|1|0|0|0|2146|0|0|0|0|0|0
1308216|Lisinopril|35305965|Microcephaly|9|5.5500001907|2.9700000286|1|0|0|0|0|2|0|0|0|0|0|0
1308216|Lisinopril|35406373|Sudden hearing loss|1|0.5820000172|0.1319999993|0|0|0|0|0|10|0|0|0|0|0|0
1308216|Lisinopril|36312750|Scan abdomen abnormal|1|0.8270000219|0.1870000064|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35708256|Volvulus|2|0.9200000167|0.2949999869|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35809098|Thirst|11|0.6159999967|0.3709999919|1|1|0|0|0|1148|0|0|0|0|0|0
1308216|Lisinopril|35708394|Gastrointestinal neoplasm|1|0.5720000267|0.1299999952|0|0|0|0|0|119|0|0|0|0|0|0
1308216|Lisinopril|35406423|Otosclerosis|1|1.1900000572|0.2700000107|0|0|0|0|0|1|0|0|0|0|0|0
1308216|Lisinopril|36211273|Nerve injury|8|1.0499999523|0.5780000091|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37320223|Decubitus ulcer|2|0.2240000069|0.0719999969|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35707630|Periodontitis|1|0.3580000103|0.0810000002|0|1|0|0|0|88|0|0|0|0|0|0
1308216|Lisinopril|35707561|Anorectal disorder|9|1.0299999714|0.5889999866|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36110736|Urinary tract infection|102|0.9330000281|0.7910000086|0|1|1|1|1|115|0|0|0|0|0|0
1308216|Lisinopril|36919235|Suicidal ideation|30|0.4399999976|0.324000001|1|0|0|0|0|68|0|0|0|0|0|0
1308216|Lisinopril|37019379|Urethral stenosis|2|1.2300000191|0.3950000107|0|0|0|0|0|5|0|0|0|0|0|0
1308216|Lisinopril|37019411|Urine flow decreased|1|0.3269999921|0.074000001|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37320185|Pityriasis rosea|3|2.3099999428|0.8899999857|1|0|0|0|0|22|1|0|1|0|0|0
1308216|Lisinopril|35406364|Deafness transitory|2|0.5910000205|0.1889999956|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104179|Leukocytoclastic vasculitis|11|1.1200000048|0.6740000248|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35708417|Colon cancer|9|0.6610000134|0.3770000041|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35205241|Cardiac failure acute|3|0.5860000253|0.2259999961|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104315|Hereditary spherocytosis|1|1.3200000525|0.2960000038|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36617222|Metastases to kidney|2|1.3999999762|0.4499999881|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|37019440|Proteinuria|21|1.1699999571|0.8080000281|1|0|0|0|0|3339|0|0|0|0|0|0
1308216|Lisinopril|35104783|Hypersplenism|1|0.8960000277|0.2029999942|0|0|0|0|0|7|0|0|0|0|0|0
1308216|Lisinopril|35708628|Oropharyngeal pain|97|1.7200000286|1.4500000477|1|1|1|1|1|0|0|0|0|0|0|0
1308216|Lisinopril|35809243|Pain|238|0.5059999824|0.4539999962|0|1|0|0|0|1026|0|0|0|0|0|0
1308216|Lisinopril|35406443|Tympanic membrane perforation|1|0.7120000124|0.1609999985|0|0|0|0|0|31|0|0|0|0|0|0
1308216|Lisinopril|36918860|Nervousness|79|0.6259999871|0.5189999938|0|1|1|1|1|0|0|0|0|0|0|0
1308216|Lisinopril|37019343|Renal aneurysm|2|1.8200000525|0.5809999704|1|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35205112|Tricuspid valve disease|1|0.8809999824|0.199000001|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|36009829|Polymyositis|1|0.3370000124|0.0759999976|0|0|0|0|0|17|0|0|0|0|0|0
1308216|Lisinopril|36718137|Tension headache|2|0.8759999871|0.2809999883|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35205202|Endocarditis bacterial|3|1.3999999762|0.5389999747|0|0|0|0|0|143|0|0|0|0|0|0
1308216|Lisinopril|35506541|Renal papillary necrosis|2|1.3600000143|0.4359999895|1|1|0|0|0|4187|0|0|0|0|0|0
1308216|Lisinopril|35708100|Constipation|115|0.5759999752|0.4930000007|1|1|1|1|0|47|0|0|0|0|0|0
1308216|Lisinopril|35708122|Cardiospasm|1|0.5950000286|0.1350000054|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104351|Acute myeloid leukaemia|4|0.2389999926|0.1040000021|0|0|0|0|0|24|0|0|0|0|0|0
1308216|Lisinopril|35909645|Bile duct cancer|1|0.4140000045|0.0939999968|0|0|0|0|0|102|0|0|0|0|0|0
1308216|Lisinopril|35708136|Abdominal mass|1|0.3759999871|0.0850000009|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35607414|Retinal haemorrhage|2|0.174999997|0.0560000017|0|0|0|0|0|184|0|0|0|0|0|0
1308216|Lisinopril|35708054|Gastritis haemorrhagic|4|0.6669999957|0.2899999917|0|1|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35104740|Lymphadenitis|1|0.5630000234|0.1270000041|0|1|0|0|0|13|0|0|0|0|0|0
1308216|Lisinopril|35809236|Facial pain|2|0.3560000062|0.1140000001|0|1|0|0|0|250|0|0|0|0|0|0
1308216|Lisinopril|35506636|Hypoglycaemia|97|0.7940000296|0.6700000167|1|1|1|1|1|232|0|0|0|0|0|0
1308216|Lisinopril|35607431|Retinopathy hypertensive|2|1.6299999952|0.5230000019|0|0|0|0|0|37420|0|0|0|0|0|0
1308216|Lisinopril|35809395|Calcinosis|1|0.2870000005|0.0649999976|0|0|0|0|0|423|0|0|0|0|0|0
1308216|Lisinopril|35205001|Heart disease congenital|4|1.3400000334|0.5839999914|0|0|0|0|0|0|0|0|0|0|0|0
1308216|Lisinopril|35607096|Eyelid oedema|24|1.4600000381|1.0399999619|1|1|0|0|0|0|0|0|0|0|0|0
