"rxcui"	"conceptId"	"drugBank"
"http://purl.bioontology.org/ontology/RXNORM/38413"	"http://purl.org/net/ohdsi#942350"	"http://bio2rdf.org/drugbank:DB00214"
"http://purl.bioontology.org/ontology/RXNORM/321988"	"http://purl.org/net/ohdsi#715939"	"http://bio2rdf.org/drugbank:DB01175"
"http://purl.bioontology.org/ontology/RXNORM/20259"	"http://purl.org/net/ohdsi#19026310"	"http://bio2rdf.org/drugbank:DB00429"
"http://purl.bioontology.org/ontology/RXNORM/61805"	"http://purl.org/net/ohdsi#1586640"	"http://bio2rdf.org/drugbank:DB00348"
"http://purl.bioontology.org/ontology/RXNORM/1310579"	"http://purl.org/net/ohdsi#42898190"	"http://bio2rdf.org/drugbank:DB02145"
"http://purl.bioontology.org/ontology/RXNORM/1998"	"http://purl.org/net/ohdsi#1340128"	"http://bio2rdf.org/drugbank:DB01197"
"http://purl.bioontology.org/ontology/RXNORM/41493"	"http://purl.org/net/ohdsi#1150345"	"http://bio2rdf.org/drugbank:DB00814"
"http://purl.bioontology.org/ontology/RXNORM/1423925"	"http://purl.org/net/ohdsi#43526994"	"http://bio2rdf.org/drugbank:DB08690"
"http://purl.bioontology.org/ontology/RXNORM/135391"	"http://purl.org/net/ohdsi#915855"	"http://bio2rdf.org/drugbank:DB00768"
"http://purl.bioontology.org/ontology/RXNORM/4778"	"http://purl.org/net/ohdsi#959362"	"http://bio2rdf.org/drugbank:DB00406"
"http://purl.bioontology.org/ontology/RXNORM/47461"	"http://purl.org/net/ohdsi#958396"	"http://bio2rdf.org/drugbank:DB01091"
"http://purl.bioontology.org/ontology/RXNORM/8591"	"http://purl.org/net/ohdsi#19049105"	"http://bio2rdf.org/drugbank:DB00761"
"http://purl.bioontology.org/ontology/RXNORM/10800"	"http://purl.org/net/ohdsi#704984"	"http://bio2rdf.org/drugbank:DB00831"
"http://purl.bioontology.org/ontology/RXNORM/37418"	"http://purl.org/net/ohdsi#1140643"	"http://bio2rdf.org/drugbank:DB00669"
"http://purl.bioontology.org/ontology/RXNORM/7895"	"http://purl.org/net/ohdsi#1326901"	"http://bio2rdf.org/drugbank:DB01113"
"http://purl.bioontology.org/ontology/RXNORM/816346"	"http://purl.org/net/ohdsi#19039926"	"http://bio2rdf.org/drugbank:DB05351"
"http://purl.bioontology.org/ontology/RXNORM/9384"	"http://purl.org/net/ohdsi#1763204"	"http://bio2rdf.org/drugbank:DB01045"
"http://purl.bioontology.org/ontology/RXNORM/1485787"	"http://purl.org/net/ohdsi#44785506"	"http://bio2rdf.org/drugbank:DB04066"
"http://purl.bioontology.org/ontology/RXNORM/68446"	"http://purl.org/net/ohdsi#1304919"	"http://bio2rdf.org/drugbank:DB00642"
"http://purl.bioontology.org/ontology/RXNORM/7455"	"http://purl.org/net/ohdsi#920378"	"http://bio2rdf.org/drugbank:DB00336"
"http://purl.bioontology.org/ontology/RXNORM/4537"	"http://purl.org/net/ohdsi#956630"	"http://bio2rdf.org/drugbank:DB01942"
"http://purl.bioontology.org/ontology/RXNORM/8076"	"http://purl.org/net/ohdsi#733008"	"http://bio2rdf.org/drugbank:DB00850"
"http://purl.bioontology.org/ontology/RXNORM/1148138"	"http://purl.org/net/ohdsi#40242044"	"http://bio2rdf.org/drugbank:DB06196"
"http://purl.bioontology.org/ontology/RXNORM/3648"	"http://purl.org/net/ohdsi#43084328"	"http://bio2rdf.org/drugbank:DB00450"
"http://purl.bioontology.org/ontology/RXNORM/1111103"	"http://purl.org/net/ohdsi#40239985"	"http://bio2rdf.org/drugbank:DB08874"
"http://purl.bioontology.org/ontology/RXNORM/6011"	"http://purl.org/net/ohdsi#781705"	"http://bio2rdf.org/drugbank:DB01247"
"http://purl.bioontology.org/ontology/RXNORM/326374"	"http://purl.org/net/ohdsi#1518198"	"http://bio2rdf.org/drugbank:DB06713"
"http://purl.bioontology.org/ontology/RXNORM/7833"	"http://purl.org/net/ohdsi#1726228"	"http://bio2rdf.org/drugbank:DB00233"
"http://purl.bioontology.org/ontology/RXNORM/519"	"http://purl.org/net/ohdsi#43117100"	"http://bio2rdf.org/drugbank:DB00437"
"http://purl.bioontology.org/ontology/RXNORM/6468"	"http://purl.org/net/ohdsi#991876"	"http://bio2rdf.org/drugbank:DB00836"
"http://purl.bioontology.org/ontology/RXNORM/229367"	"http://purl.org/net/ohdsi#1789515"	"http://bio2rdf.org/drugbank:DB01369"
"http://purl.bioontology.org/ontology/RXNORM/43611"	"http://purl.org/net/ohdsi#954688"	"http://bio2rdf.org/drugbank:DB00654"
"http://purl.bioontology.org/ontology/RXNORM/36108"	"http://purl.org/net/ohdsi#1137460"	"http://bio2rdf.org/drugbank:DB01399"
"http://purl.bioontology.org/ontology/RXNORM/9260"	"http://purl.org/net/ohdsi#1362225"	"http://bio2rdf.org/drugbank:DB00206"
"http://purl.bioontology.org/ontology/RXNORM/42372"	"http://purl.org/net/ohdsi#951511"	"http://bio2rdf.org/drugbank:DB00410"
"http://purl.bioontology.org/ontology/RXNORM/7052"	"http://purl.org/net/ohdsi#1110410"	"http://bio2rdf.org/drugbank:DB00295"
"http://purl.bioontology.org/ontology/RXNORM/2192"	"http://purl.org/net/ohdsi#1777254"	"http://bio2rdf.org/drugbank:DB01332"
"http://purl.bioontology.org/ontology/RXNORM/35619"	"http://purl.org/net/ohdsi#1735947"	"http://bio2rdf.org/drugbank:DB01220"
"http://purl.bioontology.org/ontology/RXNORM/8700"	"http://purl.org/net/ohdsi#1351461"	"http://bio2rdf.org/drugbank:DB01035"
"http://purl.bioontology.org/ontology/RXNORM/1000492"	"http://purl.org/net/ohdsi#40225716"	"http://bio2rdf.org/drugbank:DB02709"
"http://purl.bioontology.org/ontology/RXNORM/72937"	"http://purl.org/net/ohdsi#715727"	"http://bio2rdf.org/drugbank:DB00323"
"http://purl.bioontology.org/ontology/RXNORM/8886"	"http://purl.org/net/ohdsi#754270"	"http://bio2rdf.org/drugbank:DB00344"
"http://purl.bioontology.org/ontology/RXNORM/723"	"http://purl.org/net/ohdsi#43117331"	"http://bio2rdf.org/drugbank:DB01060"
"http://purl.bioontology.org/ontology/RXNORM/274964"	"http://purl.org/net/ohdsi#902938"	"http://bio2rdf.org/drugbank:DB01410"
"http://purl.bioontology.org/ontology/RXNORM/1304974"	"http://purl.org/net/ohdsi#42874246"	"http://bio2rdf.org/drugbank:DB08887"
"http://purl.bioontology.org/ontology/RXNORM/4457"	"http://purl.org/net/ohdsi#19055153"	"http://bio2rdf.org/drugbank:DB01205"
"http://purl.bioontology.org/ontology/RXNORM/1424911"	"http://purl.org/net/ohdsi#43532299"	"http://bio2rdf.org/drugbank:DB08912"
"http://purl.bioontology.org/ontology/RXNORM/35780"	"http://purl.org/net/ohdsi#1136487"	"http://bio2rdf.org/drugbank:DB00296"
"http://purl.bioontology.org/ontology/RXNORM/40048"	"http://purl.org/net/ohdsi#1344905"	"http://bio2rdf.org/drugbank:DB00958"
"http://purl.bioontology.org/ontology/RXNORM/1314330"	"http://purl.org/net/ohdsi#42903815"	"http://bio2rdf.org/drugbank:DB02527"
"http://purl.bioontology.org/ontology/RXNORM/337525"	"http://purl.org/net/ohdsi#1325363"	"http://bio2rdf.org/drugbank:DB00530"
"http://purl.bioontology.org/ontology/RXNORM/1599538"	"http://purl.org/net/ohdsi#45892847"	"http://bio2rdf.org/drugbank:DB09075"
"http://purl.bioontology.org/ontology/RXNORM/1545653"	"http://purl.org/net/ohdsi#45774751"	"http://bio2rdf.org/drugbank:DB09038"
"http://purl.bioontology.org/ontology/RXNORM/4170"	"http://purl.org/net/ohdsi#19104884"	"http://bio2rdf.org/drugbank:DB00823"
"http://purl.bioontology.org/ontology/RXNORM/32613"	"http://purl.org/net/ohdsi#1118045"	"http://bio2rdf.org/drugbank:DB00991"
"http://purl.bioontology.org/ontology/RXNORM/22696"	"http://purl.org/net/ohdsi#1188052"	"http://bio2rdf.org/drugbank:DB00405"
"http://purl.bioontology.org/ontology/RXNORM/19860"	"http://purl.org/net/ohdsi#1139699"	"http://bio2rdf.org/drugbank:DB00241"
"http://purl.bioontology.org/ontology/RXNORM/10612"	"http://purl.org/net/ohdsi#1702559"	"http://bio2rdf.org/drugbank:DB00911"
"http://purl.bioontology.org/ontology/RXNORM/42955"	"http://purl.org/net/ohdsi#1553610"	"http://bio2rdf.org/drugbank:DB00583"
"http://purl.bioontology.org/ontology/RXNORM/1894"	"http://purl.org/net/ohdsi#43077090"	"http://bio2rdf.org/drugbank:DB00136"
"http://purl.bioontology.org/ontology/RXNORM/141366"	"http://purl.org/net/ohdsi#1118117"	"http://bio2rdf.org/drugbank:DB00952"
"http://purl.bioontology.org/ontology/RXNORM/3478"	"http://purl.org/net/ohdsi#1329415"	"http://bio2rdf.org/drugbank:DB00917"
"http://purl.bioontology.org/ontology/RXNORM/10849"	"http://purl.org/net/ohdsi#1105889"	"http://bio2rdf.org/drugbank:DB00427"
"http://purl.bioontology.org/ontology/RXNORM/10582"	"http://purl.org/net/ohdsi#1501700"	"http://bio2rdf.org/drugbank:DB00451"
"http://purl.bioontology.org/ontology/RXNORM/51499"	"http://purl.org/net/ohdsi#1367268"	"http://bio2rdf.org/drugbank:DB00762"
"http://purl.bioontology.org/ontology/RXNORM/1484911"	"http://purl.org/net/ohdsi#44785094"	"http://bio2rdf.org/drugbank:DB08934"
"http://purl.bioontology.org/ontology/RXNORM/221094"	"http://purl.org/net/ohdsi#19052451"	"http://bio2rdf.org/drugbank:DB01084"
"http://purl.bioontology.org/ontology/RXNORM/7934"	"http://purl.org/net/ohdsi#1727443"	"http://bio2rdf.org/drugbank:DB01421"
"http://purl.bioontology.org/ontology/RXNORM/10114"	"http://purl.org/net/ohdsi#19136210"	"http://bio2rdf.org/drugbank:DB00428"
"http://purl.bioontology.org/ontology/RXNORM/6472"	"http://purl.org/net/ohdsi#1592085"	"http://bio2rdf.org/drugbank:DB00227"
"http://purl.bioontology.org/ontology/RXNORM/6816"	"http://purl.org/net/ohdsi#704053"	"http://bio2rdf.org/drugbank:DB01577"
"http://purl.bioontology.org/ontology/RXNORM/3098"	"http://purl.org/net/ohdsi#43083717"	"http://bio2rdf.org/drugbank:DB00851"
"http://purl.bioontology.org/ontology/RXNORM/1311397"	"http://purl.org/net/ohdsi#42900350"	"http://bio2rdf.org/drugbank:DB01880"
"http://purl.bioontology.org/ontology/RXNORM/8160"	"http://purl.org/net/ohdsi#1135710"	"http://bio2rdf.org/drugbank:DB00812"
"http://purl.bioontology.org/ontology/RXNORM/1483263"	"http://purl.org/net/ohdsi#44785065"	"http://bio2rdf.org/drugbank:DB00127"
"http://purl.bioontology.org/ontology/RXNORM/11065"	"http://purl.org/net/ohdsi#19010877"	"http://bio2rdf.org/drugbank:DB01586"
"http://purl.bioontology.org/ontology/RXNORM/8153"	"http://purl.org/net/ohdsi#1335539"	"http://bio2rdf.org/drugbank:DB00692"
"http://purl.bioontology.org/ontology/RXNORM/52364"	"http://purl.org/net/ohdsi#1168079"	"http://bio2rdf.org/drugbank:DB01397"
"http://purl.bioontology.org/ontology/RXNORM/25033"	"http://purl.org/net/ohdsi#1796435"	"http://bio2rdf.org/drugbank:DB00671"
"http://purl.bioontology.org/ontology/RXNORM/8794"	"http://purl.org/net/ohdsi#1554072"	"http://bio2rdf.org/drugbank:DB00550"
"http://purl.bioontology.org/ontology/RXNORM/4890"	"http://purl.org/net/ohdsi#19061083"	"http://bio2rdf.org/drugbank:DB00143"
"http://purl.bioontology.org/ontology/RXNORM/7393"	"http://purl.org/net/ohdsi#1517824"	"http://bio2rdf.org/drugbank:DB00627"
"http://purl.bioontology.org/ontology/RXNORM/684879"	"http://purl.org/net/ohdsi#19005046"	"http://bio2rdf.org/drugbank:DB00165"
"http://purl.bioontology.org/ontology/RXNORM/3407"	"http://purl.org/net/ohdsi#1326303"	"http://bio2rdf.org/drugbank:DB00390"
"http://purl.bioontology.org/ontology/RXNORM/72143"	"http://purl.org/net/ohdsi#1513103"	"http://bio2rdf.org/drugbank:DB00481"
"http://purl.bioontology.org/ontology/RXNORM/6146"	"http://purl.org/net/ohdsi#986117"	"http://bio2rdf.org/drugbank:DB00920"
"http://purl.bioontology.org/ontology/RXNORM/1363268"	"http://purl.org/net/ohdsi#43012292"	"http://bio2rdf.org/drugbank:DB08875"
"http://purl.bioontology.org/ontology/RXNORM/8013"	"http://purl.org/net/ohdsi#1331247"	"http://bio2rdf.org/drugbank:DB00806"
"http://purl.bioontology.org/ontology/RXNORM/29899"	"http://purl.org/net/ohdsi#909841"	"http://bio2rdf.org/drugbank:DB06800"
"http://purl.bioontology.org/ontology/RXNORM/67158"	"http://purl.org/net/ohdsi#19125305"	"http://bio2rdf.org/drugbank:DB00669"
"http://purl.bioontology.org/ontology/RXNORM/7891"	"http://purl.org/net/ohdsi#19026739"	"http://bio2rdf.org/drugbank:DB01783"
"http://purl.bioontology.org/ontology/RXNORM/2623"	"http://purl.org/net/ohdsi#1000632"	"http://bio2rdf.org/drugbank:DB00257"
"http://purl.bioontology.org/ontology/RXNORM/5690"	"http://purl.org/net/ohdsi#1778262"	"http://bio2rdf.org/drugbank:DB01598"
"http://purl.bioontology.org/ontology/RXNORM/136411"	"http://purl.org/net/ohdsi#1316262"	"http://bio2rdf.org/drugbank:DB00203"
"http://purl.bioontology.org/ontology/RXNORM/1591890"	"http://purl.org/net/ohdsi#45774999"	"http://bio2rdf.org/drugbank:DB02857"
"http://purl.bioontology.org/ontology/RXNORM/1426874"	"http://purl.org/net/ohdsi#43531992"	"http://bio2rdf.org/drugbank:DB08824"
"http://purl.bioontology.org/ontology/RXNORM/1006469"	"http://purl.org/net/ohdsi#40224726"	"http://bio2rdf.org/drugbank:DB01708"
"http://purl.bioontology.org/ontology/RXNORM/8183"	"http://purl.org/net/ohdsi#740910"	"http://bio2rdf.org/drugbank:DB00252"
"http://purl.bioontology.org/ontology/RXNORM/1347"	"http://purl.org/net/ohdsi#43076483"	"http://bio2rdf.org/drugbank:DB00394"
"http://purl.bioontology.org/ontology/RXNORM/640062"	"http://purl.org/net/ohdsi#19090761"	"http://bio2rdf.org/drugbank:DB06213"
"http://purl.bioontology.org/ontology/RXNORM/2105"	"http://purl.org/net/ohdsi#1350066"	"http://bio2rdf.org/drugbank:DB00262"
"http://purl.bioontology.org/ontology/RXNORM/4462"	"http://purl.org/net/ohdsi#955252"	"http://bio2rdf.org/drugbank:DB01047"
"http://purl.bioontology.org/ontology/RXNORM/6728"	"http://purl.org/net/ohdsi#19001579"	"http://bio2rdf.org/drugbank:DB00170"
"http://purl.bioontology.org/ontology/RXNORM/73032"	"http://purl.org/net/ohdsi#19016749"	"http://bio2rdf.org/drugbank:DB00899"
"http://purl.bioontology.org/ontology/RXNORM/3327"	"http://purl.org/net/ohdsi#43083972"	"http://bio2rdf.org/drugbank:DB01119"
"http://purl.bioontology.org/ontology/RXNORM/142136"	"http://purl.org/net/ohdsi#19011902"	"http://bio2rdf.org/drugbank:DB05891"
"http://purl.bioontology.org/ontology/RXNORM/6582"	"http://purl.org/net/ohdsi#993631"	"http://bio2rdf.org/drugbank:DB01377"
"http://purl.bioontology.org/ontology/RXNORM/7994"	"http://purl.org/net/ohdsi#1730370"	"http://bio2rdf.org/drugbank:DB00738"
"http://purl.bioontology.org/ontology/RXNORM/29451"	"http://purl.org/net/ohdsi#19072024"	"http://bio2rdf.org/drugbank:DB00351"
"http://purl.bioontology.org/ontology/RXNORM/275635"	"http://purl.org/net/ohdsi#1103006"	"http://bio2rdf.org/drugbank:DB00967"
"http://purl.bioontology.org/ontology/RXNORM/3992"	"http://purl.org/net/ohdsi#1343916"	"http://bio2rdf.org/drugbank:DB00668"
"http://purl.bioontology.org/ontology/RXNORM/7145"	"http://purl.org/net/ohdsi#19012565"	"http://bio2rdf.org/drugbank:DB01024"
"http://purl.bioontology.org/ontology/RXNORM/193"	"http://purl.org/net/ohdsi#43077130"	"http://bio2rdf.org/drugbank:DB08842"
"http://purl.bioontology.org/ontology/RXNORM/1592737"	"http://purl.org/net/ohdsi#45775396"	"http://bio2rdf.org/drugbank:DB09079"
