DRUG_CONCEPT_ID	SPL_ID	SET_ID	TRADE_NAME	SPL_DATE	SPL_SECTION	CONDITION_CONCEPT_ID	CONDITION_PT	CONDITION_LLT	CONDITION_SOURCE_VALUE	parseMethod	sentenceNum	labdirection	drugfreq	exclude
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708154	Abdominal pain	abdominal pain	abdominal pain	L1	10		7.3	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708100	Constipation	constipation	constipation	L1	10		6.6	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708202	Nausea	nausea	nausea	L1	10		5.4	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35809225	Oedema	edema	edema or swelling	L2M	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35809166	Swelling	swelling	edema or swelling	L2M	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708154	Abdominal pain	abdominal pain	abdominal pain	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35204953	Atrial fibrillation	atrial fibrillation	atrial fibrillation	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708100	Constipation	constipation	constipation	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708050	Gastritis	gastritis	gastritis	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35506542	Endocrine disorder	endocrine disorder	endocrine disorders	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35506609	Diabetes mellitus	diabetes mellitus	diabetes mellitus	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516972	Musculoskeletal disorder	musculoskeletal disorder	musculoskeletal disorders	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516837	Myalgia	myalgia	myalgia	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36718132	Headache	headache	headache	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36718555	Insomnia	insomnia	insomnia	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35406392	Vertigo	vertigo	vertigo	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	37219945	Respiratory disorder	respiratory system disorder	respiratory system disorders	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36110584	Bronchitis	bronchitis	bronchitis	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36110708	Sinusitis	sinusitis	sinusitis	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	37320143	Eczema	eczema	eczema	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36110736	Urinary tract infection	infection urinary tract	infection urinary tract	T1L1	15		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516886	Myopathy	myopathy	myopathy	M1	18		0.1	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516888	Rhabdomyolysis	rhabdomyolysis	rhabdomyolysis	M1	18		0.1	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36312525	Blood creatine phosphokinase	creatine kinase	creatine kinase	M1	21	unstated	0.9	LAB
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516876	Muscular weakness	muscle weakness	muscle weakness	M1	21		0.9	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516886	Myopathy	myopathy	myopathy	M1	21		0.9	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35809243	Pain	pain	pain	M1	21		0.9	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36315567	Blood creatine	serum creatine	serum creatine	M1	21	unstated	0.9	LAB
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516886	Myopathy	myopathy	myopathy	M1	22		0.4	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516888	Rhabdomyolysis	rhabdomyolysis	rhabdomyolysis	M1	22		0.4	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516886	Myopathy	myopathy	myopathy	M1	23		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	36516888	Rhabdomyolysis	rhabdomyolysis	rhabdomyolysis	M1	23		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708093	Diarrhoea	diarrhea	diarrhea	L1	26		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	37320212	Rash	rash	rash	L1	26		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708139	Dyspepsia	dyspepsia	dyspepsia	L1	26		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35708153	Flatulence	flatulence	flatulence	L1	26		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Adverse Reactions	35809072	Asthenia	asthenia	asthenia	L1	26		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	37019319	Renal failure acute	acute renal failure	acute renal failure	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36312525	Blood creatine phosphokinase	cpk	cpk	M1	29		unk	LAB
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36312525	Blood creatine phosphokinase	creatine kinase	creatine kinase	M1	29		unk	LAB
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35506609	Diabetes mellitus	diabetes mellitus	diabetes mellitus	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36718530	Epilepsy	epilepsy	epilepsy	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)			hba c	hba c	M1	29		unk	Y
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35909518	Hepatic failure	hepatic failure	hepatic failure	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35104304	Hyperbilirubinaemia	hyperbilirubinemia	hyperbilirubinemia	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36009711	Hypersensitivity	hypersensitivity	hypersensitivity	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	37622449	Hypotension	hypotension	hypotension	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35506797	Hypothyroidism	hypothyroidism	hypothyroidism	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35809310	Drug interaction	interactions	interactions	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35104306	Jaundice	jaundice	jaundice	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36313593	Liver function test	liver function tests	liver function tests	M1	29		unk	LAB
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35909503	Liver injury	liver injury	liver injury	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36516837	Myalgia	muscle pain	muscle pain	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36516876	Muscular weakness	muscle weakness	muscle weakness	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35205334	Myoglobinuria	myoglobinuria	myoglobinuria	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36516886	Myopathy	myopathy	myopathy	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	37019321	Renal impairment	renal impairment	renal impairment	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	37019318	Renal failure	renal insufficiency	renal insufficiency	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36516888	Rhabdomyolysis	rhabdomyolysis	rhabdomyolysis	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36110642	Sepsis	sepsis	sepsis	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36315567	Blood creatine	serum creatine	serum creatine	M1	29		unk	LAB
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36314155	Blood glucose	serum glucose	serum glucose	M1	29		unk	LAB
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	35809252	Tenderness	tenderness	tenderness	M1	29		unk	
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36313602	Transaminases	transaminases	transaminases	M1	29		unk	LAB
1539463	105e5e20-8501-461e-b9cc-50e05b879157	dc6c3d16-b7ab-46ee-83dc-846445beeee7	simvastatin	10/3/2013	Precautions (beta)	36211303	Injury	trauma	trauma	M1	29		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35707763	Gastrointestinal disorder	gastrointestinal disorder	gastrointestinal disorders	L1	6		0.5	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516837	Myalgia	myalgia	myalgia	L1	6		0.1	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516812	Arthralgia	arthralgia	arthralgia	L1	6		0.1	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36110715	Upper respiratory tract infection	upper respiratory infection	upper respiratory infections	L1	7		9	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36718132	Headache	headache	headache	L1	7		7.4	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708154	Abdominal pain	abdominal pain	abdominal pain	L1	7		7.3	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708100	Constipation	constipation	constipation	L1	7		6.6	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708202	Nausea	nausea	nausea	L1	7		5.4	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35809225	Oedema	edema	edema or swelling	L2M	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35809166	Swelling	swelling	edema or swelling	L2M	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708154	Abdominal pain	abdominal pain	abdominal pain	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35204953	Atrial fibrillation	atrial fibrillation	atrial fibrillation	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708100	Constipation	constipation	constipation	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708050	Gastritis	gastritis	gastritis	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35506542	Endocrine disorder	endocrine disorder	endocrine disorders	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35506609	Diabetes mellitus	diabetes mellitus	diabetes mellitus	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516972	Musculoskeletal disorder	musculoskeletal disorder	musculoskeletal disorders	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516837	Myalgia	myalgia	myalgia	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36718132	Headache	headache	headache	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36718555	Insomnia	insomnia	insomnia	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35406392	Vertigo	vertigo	vertigo	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	37219945	Respiratory disorder	respiratory system disorder	respiratory system disorders	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36110584	Bronchitis	bronchitis	bronchitis	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36110708	Sinusitis	sinusitis	sinusitis	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	37320143	Eczema	eczema	eczema	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36110736	Urinary tract infection	infection urinary tract	infection urinary tract	T1L1	12		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516886	Myopathy	myopathy	myopathy	M1	15		0.1	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516888	Rhabdomyolysis	rhabdomyolysis	rhabdomyolysis	M1	15		0.1	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36312525	Blood creatine phosphokinase	creatine kinase	creatine kinase	M1	18	unstated	0.9	LAB
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516876	Muscular weakness	muscle weakness	muscle weakness	M1	18		0.9	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516886	Myopathy	myopathy	myopathy	M1	18		0.9	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35809243	Pain	pain	pain	M1	18		0.9	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36315567	Blood creatine	serum creatine	serum creatine	M1	18	unstated	0.9	LAB
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516886	Myopathy	myopathy	myopathy	M1	19		0.4	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516888	Rhabdomyolysis	rhabdomyolysis	rhabdomyolysis	M1	19		0.4	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516886	Myopathy	myopathy	myopathy	M1	20		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	36516888	Rhabdomyolysis	rhabdomyolysis	rhabdomyolysis	M1	20		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708093	Diarrhoea	diarrhea	diarrhea	L1	23		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	37320212	Rash	rash	rash	L1	23		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708139	Dyspepsia	dyspepsia	dyspepsia	L1	23		unk	
1539463	e3818968-d24a-4f44-ad50-4866a06e828b	1c5178c9-270f-4a5b-a52b-68a56972f035	simvastatin	10/22/2013	Adverse Reactions	35708153	Flatulence	flatulence	flatulence	L1	23		unk	
