source_concept_code,source_concept_name,concept_code,concept_name,concept_id,concept_class_id
C100283,medrysone,45613786,medrysone,909021,Ingredient
C019468,mercuric oxide,45610072,mercuric oxide,909165,Ingredient
D003501,Cyclizine,45617771,Cyclizine,909358,Ingredient
C033069,methyl salicylate,45614981,methyl salicylate,909440,Ingredient
C414203,nepafenac,45613806,nepafenac,909795,Ingredient
C032257,methylnaltrexone,45616152,methylnaltrexone,909841,Ingredient
C417051,alefacept,45611407,alefacept,909959,Ingredient
D003519,Cyclopentolate,45618946,Cyclopentolate,910232,Ingredient
D003543,Cysteamine,45616528,Cysteamine,910888,Ingredient
D015034,Zinc Oxide,45618207,Zinc Oxide,911064,Ingredient
C083418,palonosetron,45615032,palonosetron,911354,Ingredient
D018698,Glutamate,45615899,Glutamate,911486,Ingredient
C031149,glycolate,45611316,glycolate,911638,Ingredient
C063129,rabeprazole,45610134,rabeprazole,911735,Ingredient
D064750,Rabeprazole,45612433,rabeprazole,911735,Ingredient
D000068582,Certolizumab Pegol,0,certolizumab pegol,912263,Ingredient
C468008,certolizumab pegol,45611413,certolizumab pegol,912263,Ingredient
D000643,Ammonium Chloride,45617651,Ammonium Chloride,912362,Ingredient
C072194,becaplermin,45616203,Becaplermin,912476,Ingredient
C098350,verteporfin,45611379,Verteporfin,912803,Ingredient
C011941,nabilone,45616111,nabilone,913440,Ingredient
C099041,tolterodine,45613781,tolterodine,913782,Ingredient
C029178,naftifine,45618560,naftifine,914053,Ingredient
D014476,Undecylenates,45618188,Undecylenate,914244,Ingredient
C044309,1-octacosanol,45614995,1-octacosanol,914310,Ingredient
D001285,Atropine,45612834,Atropine,914335,Ingredient
D009278,Naphazoline,45614392,Naphazoline,914533,Ingredient
D001414,Bacitracin,45610379,Bacitracin,915175,Ingredient
C118580,octylmethoxycinnamate,46256841,Octinoxate,915391,Ingredient
D010866,Natamycin,45615652,Natamycin,915392,Ingredient
C006691,bentoquatam,45616099,bentoquatam,915518,Ingredient
C015620,brimonidine,45618531,brimonidine,915542,Ingredient
C072630,isopropyl unoprostone,45615021,isopropyl unoprostone,915829,Ingredient
D003851,Deoxyribonucleases,45610485,Deoxyribonucleases,915841,Ingredient
C074921,olopatadine,45612566,olopatadine,915855,Ingredient
C117268,pimecrolimus,45618644,Pimecrolimus,915935,Ingredient
D009355,Neomycin,45619191,Neomycin,915981,Ingredient
C441209,solifenacin,45616249,Solifenacin,916005,Ingredient
D017830,Octoxynol,45619503,Octoxynol,916059,Ingredient
C101207,darifenacin,45616236,darifenacin,916230,Ingredient
C032587,olsalazine,45610096,olsalazine,916282,Ingredient
D001548,Benzalkonium,45610391,Benzalkonium,916460,Ingredient
C501844,dimethicone,45611422,dimethicone,916662,Ingredient
D001556,Lindane,45614057,Lindane,916751,Ingredient
D001558,Benzethonium,45612845,Benzethonium,916802,Ingredient
C105050,tegaserod,45618636,tegaserod,916943,Ingredient
D001566,Benzocaine,45614058,Benzocaine,917006,Ingredient
D003898,Desonide,45612937,Desonide,917205,Ingredient
D003899,Desoximetasone,45611688,Desoximetasone,917336,Ingredient
D001585,Benzoyl Peroxide,45614059,Benzoyl Peroxide,918172,Ingredient
C022155,oxiconazole,45613712,oxiconazole,918222,Ingredient
C005290,oxybenzone,46257259,oxybenzone,918881,Ingredient
C005419,oxybutynin,45611247,oxybutynin,918906,Ingredient
D000681,Amylases,45618841,Amylases,919204,Ingredient
D005839,Gentamycin,45612998,Gentamicin Sulfate (USP),919345,Ingredient
D019905,Benzyl Alcohol,45614758,Benzyl Alcohol,919681,Ingredient
C016986,apraclonidine,45618535,apraclonidine,919986,Ingredient
C007147,4-cresyl acetate,45616101,4-cresyl acetate,920064,Ingredient
C009760,mequinol,45618510,mequinol,920113,Ingredient
D009582,Nitrofurantoin,45613178,Nitrofurantoin,920293,Ingredient
D009583,Nitrofurazone,45611923,Nitrofurazone,920378,Ingredient
D001623,Betamethasone,45616458,Betamethasone,920458,Ingredient
C017652,paregoric,45616128,paregoric,922024,Ingredient
C030121,pectin,45611314,pectin,922191,Ingredient
D009761,Nystatin,45610756,Nystatin,922570,Ingredient
D026023,Permethrin,45615979,Permethrin,922868,Ingredient
C025080,Peruvian balsam,45617359,Peruvian balsam,922976,Ingredient
D015242,Ofloxacin,45619416,Ofloxacin,923081,Ingredient
D019800,Phenol,45614754,phenol,923540,Ingredient
D009853,Omeprazole,45615610,Omeprazole,923645,Ingredient
D064692,Hyoscyamine,45616078,Hyoscyamine,923672,Ingredient
D009892,Opium,45613185,Opium,923829,Ingredient
D003992,Dibucaine,45612941,Dibucaine,923840,Ingredient
D010426,Pentosan Polysulfate,45614437,Pentosan Polysulfate,924151,Ingredient
D004005,Dichlorphenamide,45616544,Dichlorphenamide,924296,Ingredient
D020113,Phenolphthalein,45618353,Phenolphthalein,924309,Ingredient
C088482,tamsulosin,45610153,tamsulosin,924566,Ingredient
D004025,Dicyclomine,45612944,Dicyclomine,924724,Ingredient
D001726,Bisacodyl,45611611,Bisacodyl,924939,Ingredient
D004028,Dienestrol,45616545,Dienestrol,925102,Ingredient
D007701,Kinetin,45613092,Kinetin,925209,Ingredient
D010109,Oxymetazoline,45611943,Oxymetazoline,925636,Ingredient
D010118,Oxytetracycline,45613203,Oxytetracycline,925952,Ingredient
D010194,Pancreatin,45616816,Pancreatin,926487,Ingredient
D010206,Papain,45615624,Papain,926770,Ingredient
D004098,Dihydroxyacetone,45614169,Dihydroxyacetone,927194,Ingredient
C023844,potassium nitrate,45611301,potassium nitrate,927322,Ingredient
C005548,pramoxine,45617306,pramoxine,927478,Ingredient
D004103,Iodoquinol,45617803,Iodoquinol,928006,Ingredient
C035287,prednicarbate,45616158,prednicarbate,928110,Ingredient
D004111,Dimenhydrinate,45614170,Dimenhydrinate,928744,Ingredient
D004121,Dimethyl Sulfoxide,45615394,Dimethyl Sulfoxide,928980,Ingredient
D019946,Propylene Glycol,45615936,Propylene glycol,929128,Ingredient
D000086,Acetazolamide,45617626,Acetazolamide,929435,Ingredient
C005717,proxymetacaine,45614914,proparacaine,929504,Ingredient
C006358,acetohydroxamic acid,45616098,acetohydroxamic acid,929542,Ingredient
D019342,Acetic Acid,45615915,Acetic Acid,929549,Ingredient
D017255,Acitretin,45619482,Acitretin,929638,Ingredient
C032688,boric acid,45610097,boric acid,929698,Ingredient
C058687,lansoprazole,45618596,lansoprazole,929887,Ingredient
D064747,Lansoprazole,45618484,lansoprazole,929887,Ingredient
C006429,monobenzone,45618500,monobenzone,929983,Ingredient
C047638,alfuzosin,45613750,alfuzosin,930021,Ingredient
C013396,aluminum acetate,45612481,aluminum acetate,930604,Ingredient
C012716,amcinonide,45617333,amcinonide,930747,Ingredient
D004157,Diphenoxylate,45611698,Diphenoxylate,930916,Ingredient
C571062,2-mercaptopyridine-N-oxide,45618807,pyrithione,931035,Ingredient
C008704,pyrithione,45618506,pyrithione,931035,Ingredient
D010450,Endopeptidases,45616835,Endopeptidases,931973,Ingredient
D020117,Cisapride,45613521,Cisapride,932196,Ingredient
D002034,Bumetanide,45615323,Bumetanide,932745,Ingredient
D002040,Levobunolol,45615325,Levobunolol,932815,Ingredient
D010621,Phenazopyridine,45618071,Phenazopyridine,933724,Ingredient
C026325,attapulgite,45611306,attapulgite,933794,Ingredient
D010632,Pheniramine,45611961,Pheniramine,933952,Ingredient
C020976,azelastine,45612497,azelastine,934075,Ingredient
C038637,balsalazide,45611329,balsalazide,934262,Ingredient
C025173,basic aluminum carbonate gel,45618553,basic aluminum carbonate gel,934431,Ingredient
C025350,rennet,45611304,rennet,935382,Ingredient
C031389,resorcinol,45617370,resorcinol,935390,Ingredient
C005298,benoxinate,45616092,Benoxinate,935529,Ingredient
C472181,efalizumab,45612620,efalizumab,936429,Ingredient
D019817,Benzoic Acid,45615928,Benzoic Acid,936519,Ingredient
C114556,aprepitant,45613798,aprepitant,936748,Ingredient
C108577,infliximab,45611397,infliximab,937368,Ingredient
D000069285,Infliximab,0,infliximab,937368,Ingredient
D018723,Bethanechol,45611078,Bethanechol,937439,Ingredient
C026041,phenyl salicylate,45614963,phenyl salicylate,937712,Ingredient
C002170,bismuth subgallate,45614902,bismuth subgallate,937725,Ingredient
C015715,bismuth subsalicylate,45611288,bismuth subsalicylate,937791,Ingredient
C111827,brinzolamide,45615056,brinzolamide,938044,Ingredient
C025698,selenium disulfide,45618554,selenium sulfide,938061,Ingredient
D002164,Camphor,45611635,Camphor,938205,Ingredient
D012676,Senna Extract,45614520,"sennosides, USP",938268,Ingredient
C002839,sennoside A&B,45610013,"sennosides, USP",938268,Ingredient
C055139,pemirolast,45612551,pemirolast,938362,Ingredient
C061131,sertaconazole,45611361,sertaconazole,939134,Ingredient
D019819,Budesonide,45618347,Budesonide,939259,Ingredient
D017693,Sodium Bicarbonate,45613468,Sodium Bicarbonate,939506,Ingredient
C004605,butamben,45616087,butamben,939726,Ingredient
C017125,butoconazole,45617341,butoconazole,939784,Ingredient
C005686,sodium carbonate,45617308,sodium carbonate,939863,Ingredient
C018279,sodium phosphate,45617344,sodium phosphate,939871,Ingredient
D002211,Capsaicin,45612874,Capsaicin,939881,Ingredient
C012036,sodium sulfate,45617330,sodium sulfate,939976,Ingredient
C025026,sodium sulfite,45617358,sodium sulfite,939979,Ingredient
C017717,sodium thiosulfate,45618536,sodium thiosulfate,940004,Ingredient
D002217,Carbachol,45616481,Carbachol,940183,Ingredient
C030312,calcium polycarbophil,45617369,calcium polycarbophil,940426,Ingredient
C033308,sulconazole,45613732,sulconazole,940535,Ingredient
C034094,sulfabenzamide,45618567,sulfabenzamide,940541,Ingredient
D004464,Econazole,45615404,Econazole,940864,Ingredient
C009375,Tadenan,46256676,Tadenan,941004,Ingredient
C103303,alitretinoin,45613790,alitretinoin,941052,Ingredient
D004143,Dioctyl Sulfosuccinic Acid,45612947,Docusate,941258,Ingredient
C037815,terconazole,45613739,terconazole,941472,Ingredient
C005810,tetrahydrozoline,45610024,tetrahydrozoline,941577,Ingredient
C020527,tioconazole,45613710,tioconazole,942028,Ingredient
C026116,torsemide,45612508,torsemide,942350,Ingredient
C005848,trichlorofluoromethane,45611252,trichlorofluoromethane,942659,Ingredient
C009546,triethanolamine,45612467,triethanolamine,942691,Ingredient
C002316,triethanolamine polypeptide oleate condensate,45611237,TRIETHANOLAMINE POLYPEPTIDE OLEATE CONDENSATE,942765,Ingredient
C100146,trimethobenzamide,45610164,trimethobenzamide,942799,Ingredient
C030242,phosphoric acid,45613725,Phosphoric acid,943030,Ingredient
C032758,trolamine salicylate,45616153,trolamine salicylate,943116,Ingredient
C016811,tyloxapol,45614952,tyloxapol,943191,Ingredient
C053090,epinastine,45610123,epinastine,943634,Ingredient
C009695,xylometazoline,45616106,xylometazoline,943852,Ingredient
C010423,pyrithione zinc,45617320,zinc pyrithione,944360,Ingredient
D010862,Pilocarpine,45613224,Pilocarpine,945286,Ingredient
D010882,Piperonyl Butoxide,45613226,Piperonyl Butoxide,946340,Ingredient
C086827,tazarotene,45613774,tazarotene,947416,Ingredient
D011033,Podophyllin,45614462,podophyllin,947651,Ingredient
D011034,Podophyllotoxin,45610815,podofilox,947705,Ingredient
C064276,pantoprazole,45616195,pantoprazole,948078,Ingredient
C000595211,polyethylene glycol 300,0,Polyethylene Glycol 300,948487,Ingredient
C000595213,polyethylene glycol 400,0,Polyethylene Glycol 400,948490,Ingredient
D011092,Polyethylene Glycols,45615667,Polyethylene Glycols,948515,Ingredient
